time,Speed pointer 1,RPM pointer 1,Gear pointer 1,
1650921017563,2.1232703772966488e-07,1000.3640747070312,0,
1650921017587,2.3907418267299363e-07,1000.3640747070312,0,
1650921017603,2.227124156206628e-07,1000.3640747070312,0,
1650921017618,1.6697508442575781e-07,1000.3640747070312,0,
1650921017633,1.5757618143652508e-07,1000.3640747070312,0,
1650921017648,2.0925233457091963e-07,1000.3640747070312,0,
1650921017663,2.378347119247337e-07,1000.3640747070312,0,
1650921017677,2.2224682538762863e-07,1000.3640747070312,0,
1650921017692,2.2224682538762863e-07,1000.3640747070312,0,
1650921017707,1.6756952447849471e-07,1000.3640747070312,0,
1650921017722,1.6009468595257204e-07,1000.3640747070312,0,
1650921017737,2.1261631388824753e-07,1000.3640747070312,0,
1650921017752,2.411967159332562e-07,1000.3640747070312,0,
1650921017767,2.246071773015501e-07,1000.3640747070312,0,
1650921017782,2.1629077195939317e-07,1000.3640747070312,0,
1650921017797,1.7438500776734145e-07,1000.3640747070312,0,
1650921017812,1.6639781108551688e-07,1000.3640747070312,0,
1650921017827,2.1604935795949132e-07,1000.3640747070312,0,
1650921017842,2.1604935795949132e-07,1000.3640747070312,0,
1650921017857,2.42267987005107e-07,1000.3640747070312,0,
1650921017872,2.2561276580290723e-07,1000.3640747070312,0,
1650921017887,1.695185716243941e-07,1000.3640747070312,0,
1650921017903,1.6134926283939421e-07,1000.3640747070312,0,
1650921017918,2.1367173985709087e-07,1000.3640747070312,0,
1650921017932,2.417003770460724e-07,1000.3640747070312,0,
1650921017947,2.2543545696862566e-07,1000.3640747070312,0,
1650921017962,1.693055367013585e-07,1000.3640747070312,0,
1650921017977,1.693055367013585e-07,1000.3640747070312,0,
1650921017992,1.603977040076643e-07,1000.3640747070312,0,
1650921018007,2.1225434920779662e-07,1000.3640747070312,0,
1650921018022,2.4168539880520257e-07,1000.3640747070312,0,
1650921018037,2.26267189873397e-07,1000.3640747070312,0,
1650921018052,2.1907814584665175e-07,1000.3640747070312,0,
1650921018067,1.773128559534598e-07,1000.3640747070312,0,
1650921018082,1.681405734643704e-07,1000.3640747070312,0,
1650921018097,2.1674452455044957e-07,1000.3640747070312,0,
1650921018112,2.4263448494821205e-07,1000.3640747070312,0,
1650921018127,2.2703973456827953e-07,1000.3640747070312,0,
1650921018142,1.9607711010394269e-07,1000.3640747070312,0,
1650921018157,1.9607711010394269e-07,1000.3640747070312,0,
1650921018172,2.553566389451589e-07,1000.3640747070312,0,
1650921018187,3.1593572202837095e-07,1000.3640747070312,0,
1650921018202,2.470577555868658e-07,1000.3640747070312,0,
1650921018217,1.468035577545379e-07,1000.3640747070312,0,
1650921018232,1.4233282286113536e-07,1000.3640747070312,0,
1650921018247,1.4748658827556937e-07,1000.3640747070312,0,
1650921018262,1.7253148598683765e-07,1000.3640747070312,0,
1650921018277,1.7253148598683765e-07,1000.3640747070312,0,
1650921018292,2.619415511162515e-07,1000.3640747070312,0,
1650921018307,2.619415511162515e-07,1000.3640747070312,0,
1650921018322,2.446680014145386e-07,1000.3640747070312,0,
1650921018336,1.835363008240165e-07,1000.3640747070312,0,
1650921018351,1.6646950484755507e-07,1000.3640747070312,0,
1650921018366,2.1082836099139968e-07,1000.3640747070312,0,
1650921018381,2.3497732115629333e-07,1000.3640747070312,0,
1650921018396,2.180378544380801e-07,1000.3640747070312,0,
1650921018411,1.6379134137878282e-07,1000.3640747070312,0,
1650921018426,1.6379134137878282e-07,1000.3640747070312,0,
1650921018441,1.5719899693067418e-07,1000.3640747070312,0,
1650921018456,2.1160900587346987e-07,1000.3640747070312,0,
1650921018471,2.4184745939237473e-07,1000.3640747070312,0,
1650921018487,2.2616600858782476e-07,1000.3640747070312,0,
1650921018502,2.1739764122230554e-07,1000.3640747070312,0,
1650921018516,1.746268907254489e-07,1000.3640747070312,0,
1650921018531,1.6597665819517715e-07,1000.3640747070312,0,
1650921018546,2.1560963148203882e-07,1000.3640747070312,0,
1650921018561,2.1560963148203882e-07,1000.3640747070312,0,
1650921018576,2.4243115603894694e-07,1000.3640747070312,0,
1650921018591,2.261822231730548e-07,1000.3640747070312,0,
1650921018606,1.7033116250786406e-07,1000.3640747070312,0,
1650921018621,1.6235607347425685e-07,1000.3640747070312,0,
1650921018636,2.1380729720021918e-07,1000.3640747070312,0,
1650921018651,2.402797747436125e-07,1000.3640747070312,0,
1650921018666,2.2281088263298443e-07,1000.3640747070312,0,
1650921018681,1.6802039226604393e-07,1000.3640747070312,0,
1650921018696,1.6802039226604393e-07,1000.3640747070312,0,
1650921018711,1.612282005680754e-07,1000.3640747070312,0,
1650921018726,2.142303969776549e-07,1000.3640747070312,0,
1650921018741,2.436557906548842e-07,1000.3640747070312,0,
1650921018756,2.2789453169025364e-07,1000.3640747070312,0,
1650921018771,2.1991618837091664e-07,1000.3640747070312,0,
1650921018786,1.7739340307798557e-07,1000.3640747070312,0,
1650921018801,1.6891679877062415e-07,1000.3640747070312,0,
1650921018816,2.1745204037415533e-07,1000.3640747070312,0,
1650921018831,2.4184402036553365e-07,1000.3640747070312,0,
1650921018846,2.2555603607088415e-07,1000.3640747070312,0,
1650921018861,1.712107575713162e-07,1000.3640747070312,2,
1650921018876,1.6377960321278806e-07,1000.3640747070312,2,
1650921018890,1.6377960321278806e-07,1000.3640747070312,2,
