time,Speed pointer 1,RPM pointer 1,Gear pointer 1,
1650921334971,4.5791793468197284e-07,1000.298095703125,0,
1650921334982,4.5791793468197284e-07,1000.298095703125,0,
1650921334997,3.8051549466899814e-08,1000.298095703125,0,
1650921335011,3.7661936858057743e-07,1000.298095703125,0,
1650921335026,7.187852020251739e-07,1000.298095703125,0,
1650921335041,9.59511680775904e-07,1000.298095703125,0,
1650921335056,1.0957101039821282e-06,1000.298095703125,0,
1650921335071,3.5282775456835225e-07,1000.298095703125,0,
1650921335086,4.3092282453471853e-07,1000.298095703125,0,
1650921335101,4.2194108118565055e-07,1000.298095703125,0,
1650921335116,1.0684667728355635e-07,1000.298095703125,0,
1650921335131,6.170988058329385e-07,1000.298095703125,0,
1650921335146,1.0226664244328276e-06,1000.298095703125,0,
1650921335161,1.0226664244328276e-06,1000.298095703125,0,
1650921335176,4.911382234240591e-07,1000.298095703125,0,
1650921335191,2.0106254794427514e-07,1000.298095703125,0,
1650921335206,1.0513182360227802e-06,1000.298095703125,0,
1650921335221,1.419620730302995e-06,1000.298095703125,0,
1650921335236,1.5552228660453693e-06,1000.298095703125,0,
1650921335251,9.66662923929107e-07,1000.298095703125,0,
1650921335266,1.1599440519205473e-08,1000.298095703125,0,
1650921335281,1.1599440519205473e-08,1000.298095703125,0,
1650921335296,7.26713494714204e-07,1000.298095703125,0,
1650921335311,1.162115836450539e-06,1000.298095703125,0,
1650921335326,4.821645802621788e-07,1000.298095703125,0,
1650921335341,3.766827205708978e-07,1000.298095703125,0,
1650921335356,5.020959861212759e-07,1000.298095703125,0,
1650921335371,8.663752737447794e-08,1000.298095703125,0,
1650921335386,3.4937900750264816e-07,1000.298095703125,0,
1650921335401,7.521700808865717e-07,1000.298095703125,0,
1650921335416,7.521700808865717e-07,1000.298095703125,0,
1650921335431,1.0309391882401542e-06,1000.298095703125,0,
1650921335446,1.1731056019925745e-06,1000.298095703125,0,
1650921335461,1.2330943945926265e-06,1000.298095703125,0,
1650921335476,4.2364627006463706e-07,1000.298095703125,0,
1650921335490,1.110588755182107e-06,1000.298095703125,0,
1650921335505,1.90879518413567e-06,1000.298095703125,0,
1650921335520,1.4331311604109942e-06,1000.298095703125,0,
1650921335535,5.042986686021322e-07,1000.298095703125,0,
1650921335550,5.042986686021322e-07,1000.298095703125,0,
1650921335565,4.221139704441157e-07,1000.298095703125,0,
1650921335580,6.566477850356023e-07,1000.298095703125,0,
1650921335595,4.1430013197896187e-07,1000.298095703125,0,
1650921335610,1.3227821682448848e-07,1000.298095703125,0,
1650921335625,5.275014700600877e-07,1000.298095703125,0,
1650921335640,8.274706715383218e-07,1000.298095703125,0,
1650921335655,8.274706715383218e-07,1000.298095703125,0,
1650921335670,1.0734025863712304e-06,1000.298095703125,0,
1650921335685,1.0734025863712304e-06,1000.298095703125,0,
1650921335700,1.1053796242777025e-06,1000.298095703125,0,
1650921335715,3.060144422306621e-07,1000.298095703125,0,
1650921335730,4.671552176205296e-07,1000.298095703125,0,
1650921335745,4.403443654155126e-07,1000.298095703125,0,
1650921335760,6.836882704419622e-08,1000.298095703125,0,
1650921335775,5.832202418787347e-07,1000.298095703125,0,
1650921335790,2.438164017348754e-07,1000.298095703125,0,
