time,speed,rpm,gear
1662162195605,108.76,5409.7,5
1662162195619,108.97,5442.46,5
1662162195633,109.26,5457.97,5
1662162195654,109.5,5449.16,5
1662162195668,109.62,5455.51,5
1662162195688,109.86,5497.04,5
1662162195702,110.14,5503.32,5
1662162195716,110.39,5499.89,5
1662162195738,110.56,5503.01,5
1662162195751,110.73,5526.9,5
1662162195772,111.03,5556.66,5
1662162195786,111.28,5544.82,5
1662162195800,111.41,5546.72,5
1662162195821,111.62,5584.09,5
1662162195835,111.92,5600.25,5
1662162195849,112.17,5589.67,5
1662162195869,112.3,5591.49,5
1662162195883,112.5,5630.14,5
1662162195908,112.82,5647.91,5
1662162195923,113.05,5631.98,5
1662162195937,113.2,5640.55,5
1662162195951,113.4,5672.76,5
1662162195965,113.69,5688.42,5
1662162195986,113.93,5681.33,5
1662162196001,114.05,5686.56,5
1662162196022,114.28,5726.27,5
1662162196036,114.57,5736.32,5
1662162196050,114.81,5729.34,5
1662162196071,114.97,5732.57,5
1662162196085,115.14,5760.67,5
1662162196106,115.46,5787.98,5
1662162196120,115.71,5772.94,5
1662162196134,115.81,5774.85,5
1662162196155,116.05,5818.56,5
1662162196169,116.33,5827.3,5
1662162196183,116.57,5820.32,5
1662162196204,116.73,5825.28,5
1662162196218,116.9,5851.69,5
1662162196232,117.21,5878.63,5
1662162196254,117.46,5866.75,5
1662162196268,117.57,5868.25,5
1662162196289,117.79,5909.15,5
1662162196303,118.09,5921.94,5
1662162196317,118.33,5911.65,5
1662162196338,118.47,5916.14,5
1662162196352,118.65,5947.49,5
1662162196366,118.97,5971.64,5
1662162196386,119.21,5956.09,5
1662162196400,119.31,5958.47,5
1662162196421,119.55,6003.44,5
1662162196435,119.83,6010.98,5
1662162196449,120.07,6003.99,5
1662162196470,120.24,6010.36,5
1662162196484,120.42,6033.69,5
1662162196505,120.69,6058.98,5
1662162196519,120.94,6053.83,5
1662162196533,121.08,6055.57,5
1662162196555,121.27,6090.06,5
1662162196568,121.58,6110.8,5
1662162196582,121.83,6096.47,5
1662162196603,121.94,6097.39,5
1662162196617,122.16,6139.13,5
1662162196639,122.46,6152.32,5
1662162196653,122.69,6139.39,5
1662162196667,122.84,6147.2,5
1662162196687,123.04,6175.78,5
1662162196701,123.32,6195.02,5
1662162196715,123.56,6189.87,5
1662162196736,123.68,6193.68,5
1662162196750,123.89,6230.88,5
1662162196771,124.19,6246.06,5
1662162196785,124.43,6234.08,5
1662162196799,124.57,6239.05,5
1662162196820,124.76,6273.35,5
1662162196834,125.06,6291.08,5
1662162196855,125.31,6280.35,5
1662162196869,125.42,6282.41,5
1662162196883,125.64,6322.64,5
1662162196903,125.93,6336.65,5
1662162196918,126.17,6325.24,5
1662162196939,126.32,6330.56,5
1662162196953,126.5,6361.44,5
1662162196967,126.79,6383.04,5
1662162196988,127.04,6373.86,5
1662162197001,127.16,6375.85,5
1662162197023,127.37,6414.98,5
1662162197037,127.67,6430.55,5
1662162197051,127.91,6418.36,5
1662162197072,128.04,6422.13,5
1662162197086,128.23,6456.74,5
1662162197100,128.54,6477.65,5
1662162197121,128.78,6463.71,5
1662162197135,128.89,6466.5,5
1662162197149,129.11,6507.96,5
1662162197170,129.4,6520.44,5
1662162197184,129.64,6510.46,5
1662162197205,129.78,6515.51,5
1662162197219,129.95,6546.25,5
1662162197233,130.26,6572.11,5
1662162197254,130.52,6557.53,5
1662162197268,130.61,6557.72,5
1662162197282,130.84,6605.09,5
1662162197304,131.13,6612.04,5
1662162197317,131.36,6602.3,5
1662162197338,131.54,6610.88,5
1662162197352,131.72,6631.75,5
1662162197366,131.96,6655.21,5
1662162197388,132.23,6660.1,5
1662162197402,132.38,6657.14,5
1662162197415,132.52,6686.81,5
1662162197436,132.87,6719.79,5
1662162197450,133.1,6695.64,5
1662162197471,133.21,6699.37,5
1662162197484,133.46,6743.87,5
1662162197498,133.73,6746.31,5
1662162197520,133.95,6742.89,5
1662162197534,134.12,6750.86,5
1662162197555,134.28,6776.53,5
1662162197568,134.58,6804.49,5
1662162197583,134.84,6793.28,5
1662162197604,134.94,6791.5,5
1662162197618,135.16,6835.57,5
1662162197639,135.46,6848.36,5
1662162197652,135.69,6834.29,5
1662162197666,135.85,6841.71,5
1662162197687,136.03,6870.43,5
1662162197701,136.31,6892.27,5
1662162197722,136.56,6886.34,5
1662162197736,136.68,6887.84,5
1662162197750,136.88,6928.37,5
1662162197770,137.19,6943.74,5
1662162197784,137.44,6929.14,5
1662162197798,137.57,6932.54,5
1662162197819,137.77,6966.39,5
1662162197833,138.07,6985.96,5
1662162197854,138.31,6972.26,5
1662162197868,138.43,6977.09,5
1662162197882,138.65,7016.72,5
1662162197903,138.94,7028.63,5
1662162197917,139.18,7020.13,5
1662162197938,139.32,7022.44,5
1662162197952,139.5,7056.91,5
1662162197966,139.82,7079.39,5
1662162197987,140.07,7062.77,5
1662162198001,140.18,7064.6,5
1662162198022,140.39,7105.91,5
1662162198036,140.7,7119.28,5
1662162198050,140.93,7107.25,5
1662162198071,141.07,7112.4,5
1662162198084,141.27,7146.45,5
1662162198099,141.57,7163.96,5
1662162198120,141.8,7153.82,5
1662162198134,141.93,7158.88,5
1662162198154,142.14,7194.82,5
1662162198168,142.43,7211.66,5
1662162198182,142.69,7202.56,5
1662162198203,142.81,7200.74,5
1662162198217,143.01,7240.87,5
1662162198238,143.34,7259.84,5
1662162198252,143.56,7239.7,5
1662162198266,143.7,7247.27,5
1662162198287,143.92,7281.16,5
1662162198301,144.19,7295.16,5
1662162198322,144.43,7291.03,5
1662162198336,144.56,7295.32,5
1662162198350,144.77,7333.43,5
1662162198371,145.07,7348.55,5
1662162198385,145.32,7336.49,5
1662162198406,145.46,7338.71,5
1662162198420,145.65,7373.89,5
1662162198433,145.96,7393.74,5
1662162198454,146.21,7380.72,5
1662162198468,146.33,7381.28,5
1662162198482,146.54,7422.91,5
1662162198503,146.85,7438.07,5
1662162198517,147.09,7424.46,5
1662162198538,147.23,7429.38,5
1662162198552,147.42,7462.6,5
1662162198566,147.72,7483.12,5
1662162198588,147.97,7471.46,5
1662162198602,148.08,7475.27,5
1662162198616,148.31,7517.44,5
1662162198636,148.59,7526.9,5
1662162198650,148.85,7520.82,5
1662162198671,149.01,7521.8,5
1662162198685,149.16,7551.42,5
1662162198699,149.5,7582.22,5
1662162198719,149.75,7561.44,5
1662162198734,149.85,7564.18,5
1662162198755,150.1,7610.32,5
1662162198769,150.37,7613.81,5
1662162198782,150.62,7611.88,5
1662162198803,150.79,7614.89,5
1662162198817,150.94,7640.19,5
1662162198838,151.27,7673.6,5
1662162198852,151.52,7656.45,5
1662162198866,151.63,7657.86,5
1662162198887,151.86,7701.29,5
1662162198901,152.14,7710.11,5
1662162198922,152.4,7705.16,5
1662162198936,152.56,7705.54,5
1662162198950,152.71,7736.56,5
1662162198971,153.02,7740.57,5
1662162198985,153.14,7670.68,5
1662162198999,153.02,7625.42,5
1662162199020,152.96,7618.06,5
1662162199034,152.84,7570.26,5
1662162199055,152.6,7520.31,5
1662162199068,152.34,7506.02,5
1662162199083,152.04,7497.64,5
1662162199104,151.8,7500.76,5
1662162199118,151.59,7487.47,5
1662162199132,151.29,7463.42,5
1662162199153,151.02,7465.88,5
1662162199167,150.82,7459.36,5
1662162199189,150.59,7434.86,5
1662162199202,150.28,7416.62,5
1662162199216,150.02,7420.93,5
1662162199237,149.83,7413.86,5
1662162199251,149.6,7385.64,5
1662162199272,149.33,7369.87,5
1662162199286,149.06,7362.42,5
1662162199300,148.74,7307.53,5
1662162199321,147.29,7211.44,5
1662162199335,145.72,7105.03,5
1662162199349,144.08,6979.73,5
1662162199370,142.33,6832.96,5
1662162199384,140.53,6687.39,5
1662162199405,138.72,6562.18,5
1662162199419,136.9,6442.66,5
1662162199433,134.95,6335.02,5
1662162199454,133.06,6266.29,5
1662162199468,131.27,6181.95,5
1662162199482,129.39,6074.06,5
1662162199503,127.54,5998.83,5
1662162199517,125.72,5918.61,5
1662162199538,123.98,5836.86,5
1662162199552,122.3,5734.42,5
1662162199566,120.48,5621.17,5
1662162199587,118.77,5556.5,5
1662162199601,117.16,5460.73,5
1662162199622,115.45,5342.28,5
1662162199636,113.77,5257.95,5
1662162199650,112.09,5169.33,5
1662162199671,110.53,5083.4,5
1662162199685,108.92,4969.2,5
1662162199699,107.23,4875.16,5
1662162199721,105.59,4808.77,5
1662162199735,104.13,4727.4,5
1662162199756,102.42,4602.24,5
1662162199770,100.89,4553.23,5
1662162199784,99.33,4453.18,5
1662162199805,97.81,4371.22,5
1662162199820,96.3,4279.28,5
1662162199834,94.76,4220.31,5
1662162199855,93.24,4162.36,5
1662162199868,91.78,4105.06,1
1662162199882,91.0,4048.39,1
1662162199904,90.18,3992.36,1
1662162199918,89.36,3936.96,4
1662162199939,88.0,3882.17,4
1662162199953,86.69,3827.99,4
1662162199967,85.31,3901.15,4
1662162199988,83.86,4101.63,4
1662162200002,82.5,4318.19,4
1662162200016,81.16,4206.18,4
1662162200037,79.67,4093.13,4
1662162200051,78.24,4027.97,4
1662162200072,77.02,3972.07,4
1662162200087,75.61,3916.89,4
1662162200100,74.34,3862.32,1
1662162200122,73.47,3808.37,1
1662162200135,72.68,3755.02,1
1662162200149,71.99,3702.26,3
1662162200171,70.64,3650.09,3
1662162200185,69.4,3598.5,3
1662162200199,68.18,3674.22,3
1662162200220,66.96,3837.53,3
1662162200234,65.71,3717.91,3
1662162200255,64.49,3750.14,3
1662162200269,63.34,3775.36,3
1662162200283,62.17,3782.02,3
1662162200303,60.93,3731.19,3
1662162200317,59.76,3632.19,3
1662162200338,58.71,3512.91,3
1662162200352,57.51,3361.06,3
1662162200366,56.39,3263.14,3
1662162200387,55.31,3207.41,3
1662162200402,54.24,3217.09,3
1662162200416,53.14,3223.04,3
1662162200437,52.04,3176.06,3
1662162200451,51.01,3057.78,3
1662162200472,49.99,2919.18,3
1662162200486,48.9,2784.78,3
1662162200499,47.85,2673.85,3
1662162200521,46.91,2621.32,3
1662162200535,45.89,2610.78,3
1662162200549,44.87,2626.15,3
1662162200570,43.88,2575.13,3
1662162200584,42.95,2447.36,3
1662162200605,42.01,2301.48,3
1662162200619,41.01,2234.2,3
1662162200634,40.05,2257.33,3
1662162200655,39.19,2267.87,3
1662162200669,38.23,2232.23,3
1662162200683,37.3,2196.47,3
1662162200705,36.39,2161.11,1
1662162200718,35.77,2126.14,1
1662162200732,35.11,2091.56,1
1662162200753,34.41,2057.37,2
1662162200767,33.52,2023.56,2
1662162200789,32.71,1990.12,2
1662162200803,31.83,2197.74,2
1662162200816,30.95,2199.32,2
1662162200837,30.13,2278.42,2
1662162200851,29.34,2344.91,2
1662162200866,28.48,2325.09,2
1662162200886,27.6,2323.1,2
1662162200900,26.81,2330.8,2
1662162200921,26.05,2185.07,2
1662162200935,25.16,2031.2,2
1662162200949,24.35,1920.61,2
1662162200970,23.63,1785.4,2
1662162200984,22.82,1758.68,2
1662162201005,22.05,1761.03,2
1662162201019,21.27,1753.05,2
1662162201033,20.52,1829.7,2
1662162201054,19.9,1768.29,2
1662162201068,19.25,1632.0,2
1662162201082,18.62,1502.8,2
1662162201103,18.02,1371.8,2
1662162201117,17.41,1358.93,2
1662162201138,16.76,1333.06,2
1662162201152,16.12,1314.4,2
1662162201166,15.54,1296.62,2
1662162201187,14.9,1280.36,2
1662162201201,14.25,1265.2,2
1662162201222,13.61,1251.07,2
1662162201236,13.04,1237.86,2
1662162201250,12.42,1225.49,2
1662162201271,11.78,1213.91,2
1662162201285,11.15,1203.03,2
1662162201299,10.58,1192.82,2
1662162201320,9.94,1183.21,2
1662162201334,9.31,1174.17,2
1662162201355,8.7,1165.65,2
1662162201369,8.15,1157.62,2
1662162201383,7.57,1150.03,2
1662162201404,6.99,1142.87,2
1662162201418,6.45,1136.09,2
1662162201439,5.98,1129.69,2
1662162201453,5.46,1123.62,2
1662162201467,4.94,1117.88,2
1662162201488,4.45,1112.43,2
1662162201502,4.02,1107.27,2
1662162201516,3.53,1102.37,2
1662162201537,3.02,1097.72,2
1662162201551,2.58,1093.31,2
1662162201572,2.21,1089.11,2
1662162201586,1.74,1085.12,2
1662162201599,1.28,1081.32,2
1662162201621,0.93,1077.71,2
1662162201635,0.57,1074.28,2
1662162201649,0.28,1071.01,2
1662162201670,0.09,1067.89,2
1662162201684,0.02,1064.92,1
1662162201705,0.05,1062.09,1
1662162201719,0.05,1059.39,1
1662162201733,0.03,1056.82,0
1662162201753,0.01,1054.37,0
1662162201767,0.04,1052.03,0
1662162201782,0.07,1049.79,0
1662162201803,0.02,1086.94,0
1662162201817,0.02,1163.34,0
1662162201838,0.04,1282.51,0
1662162201852,0.08,1451.16,0
1662162201866,0.02,1679.04,0
1662162201887,0.04,1930.49,0
1662162201901,0.53,1827.48,0
1662162201922,1.04,1760.66,0
1662162201936,1.65,1697.5,0
1662162201950,2.11,1640.7,0
1662162201972,2.71,1661.2,0
1662162201986,3.14,1669.59,0
1662162202000,3.72,1725.08,0
1662162202020,4.22,1739.06,0
1662162202034,4.83,1780.69,0
1662162202055,5.29,1791.46,0
1662162202069,5.91,1849.1,0
1662162202083,6.42,1859.24,0
1662162202104,7.04,1906.4,0
1662162202118,7.53,1922.9,0
1662162202132,8.14,1977.68,0
1662162202153,8.69,1999.18,0
1662162202167,9.32,2043.46,0
1662162202188,9.82,2064.13,0
1662162202202,10.47,2122.45,0
1662162202216,11.03,2140.64,0
1662162202237,11.66,2188.27,0
1662162202252,12.21,2214.61,0
1662162202266,12.84,2269.08,0
1662162202286,13.42,2299.01,0
1662162202300,14.02,2346.83,0
1662162202321,14.53,2390.52,0
1662162202335,15.13,2459.76,0
1662162202349,15.66,2506.16,0
1662162202371,16.21,2575.04,0
1662162202385,16.72,2638.86,0
1662162202405,17.33,2715.6,0
1662162202419,17.88,2765.07,0
1662162202433,18.43,2832.2,0
1662162202454,18.98,2898.64,0
1662162202469,19.59,2969.42,0
1662162202483,20.14,3020.61,0
1662162202504,20.71,3090.76,0
1662162202518,21.22,3153.75,0
1662162202539,21.86,3233.82,0
1662162202553,22.4,3278.84,0
1662162202567,22.96,3347.33,0
1662162202588,23.5,3414.09,0
1662162202602,24.1,3483.77,0
1662162202616,24.65,3534.99,0
1662162202637,25.22,3601.34,0
1662162202651,25.73,3662.38,0
1662162202672,26.35,3740.71,0
1662162202686,26.91,3786.0,0
1662162202700,27.46,3847.94,0
1662162202721,28.0,3915.32,0
1662162202735,28.6,3984.03,0
1662162202749,29.17,4034.02,0
1662162202770,29.72,4093.49,0
1662162202784,30.24,4160.17,0
1662162202805,30.86,4234.21,0
1662162202819,31.42,4278.26,0
1662162202833,31.95,4339.4,0
1662162202855,32.51,4412.31,0
1662162202869,33.1,4474.95,0
1662162202882,33.66,4531.0,0
1662162202903,34.21,4591.77,0
1662162202917,34.74,4658.9,0
1662162202938,35.22,4999.01,0
1662162202952,35.42,5339.62,0
1662162202966,35.43,5683.66,0
1662162202988,35.8,6032.53,0
1662162203002,36.21,6387.73,0
1662162203022,36.4,6750.81,0
1662162203036,36.91,6996.72,0
1662162203050,37.48,7042.71,0
1662162203071,38.11,6881.96,0
1662162203085,38.76,6508.4,0
1662162203106,39.42,5941.61,0
1662162203120,40.01,5715.63,0
1662162203134,40.62,5481.71,0
1662162203154,41.29,5245.26,0
1662162203168,41.65,4992.85,0
1662162203182,41.6,4832.1,0
1662162203203,41.69,4794.73,0
1662162203217,41.88,4715.27,0
1662162203238,42.1,4609.32,0
1662162203252,41.99,4494.34,0
1662162203266,41.72,4475.72,0
1662162203287,41.59,4509.08,0
1662162203301,41.54,4500.76,0
1662162203321,41.41,4465.11,0
1662162203335,41.27,4456.07,0
1662162203350,41.18,4450.15,0
1662162203371,41.07,4429.59,0
1662162203385,40.93,4414.27,0
1662162203399,40.82,4405.72,0
1662162203421,40.71,4392.96,0
1662162203435,40.58,4377.73,0
1662162203449,40.45,4366.39,0
1662162203470,40.34,4357.87,0
1662162203485,40.25,4343.23,0
1662162203499,40.11,4323.96,0
1662162203520,39.98,4316.37,0
1662162203534,39.89,4307.53,0
1662162203555,39.77,4289.19,0
1662162203569,39.63,4276.58,0
1662162203583,39.51,4269.84,0
1662162203604,39.42,4258.92,0
1662162203618,39.31,4238.36,0
1662162203639,39.17,4224.85,0
1662162203652,39.05,4219.23,0
1662162203667,38.96,4208.33,0
1662162203688,38.85,4189.17,0
1662162203702,38.7,4174.57,0
