time,speed,rpm,gear
1662162272458,118.04,7719.15,4
1662162272479,118.46,7731.62,4
1662162272493,118.76,7741.11,4
1662162272514,119.07,7788.74,4
1662162272528,119.56,7832.72,4
1662162272542,119.95,7823.97,4
1662162272563,120.22,7843.7,4
1662162272577,120.62,7899.6,4
1662162272598,121.03,7920.12,4
1662162272612,121.44,7935.25,4
1662162272626,121.76,7951.05,4
1662162272647,122.07,7995.88,4
1662162272661,122.56,8042.69,4
1662162272675,122.36,8477.84,4
1662162272695,121.89,8378.35,4
1662162272709,121.58,8274.07,1
1662162272730,121.41,8170.88,1
1662162272744,121.31,8068.84,1
1662162272758,121.18,7967.94,5
1662162272779,121.07,7868.16,5
1662162272793,121.0,7769.5,5
1662162272815,121.07,7545.22,5
1662162272829,121.17,7195.29,5
1662162272842,121.38,6721.11,5
1662162272863,121.8,6178.24,5
1662162272877,121.86,5992.97,5
1662162272891,121.51,5911.32,5
1662162272912,121.3,5971.88,5
1662162272926,121.31,6021.43,5
1662162272947,121.36,6027.68,5
1662162272961,121.41,6047.23,5
1662162272978,121.56,6090.61,5
1662162273001,121.85,6122.34,5
1662162273008,122.07,6112.38,5
1662162273030,122.18,6120.37,5
1662162273044,122.44,6159.28,5
1662162273058,122.7,6160.55,5
1662162273079,122.92,6157.45,5
1662162273094,123.08,6167.32,5
1662162273108,123.27,6191.49,5
1662162273129,123.55,6209.73,5
1662162273143,123.79,6204.08,5
1662162273164,123.92,6207.22,5
1662162273178,124.12,6241.41,5
1662162273192,124.41,6257.61,5
1662162273213,124.65,6245.88,5
1662162273227,124.77,6249.62,5
1662162273241,124.98,6288.24,5
1662162273262,125.26,6300.19,5
1662162273276,125.51,6292.34,5
1662162273297,125.64,6293.69,5
1662162273311,125.81,6326.16,5
1662162273324,126.13,6352.84,5
1662162273345,126.36,6333.13,5
1662162273360,126.46,6337.72,5
1662162273381,126.7,6381.36,5
1662162273395,126.96,6386.2,5
1662162273409,127.2,6384.02,5
1662162273429,127.36,6386.98,5
1662162273443,127.5,6414.03,5
1662162273464,127.83,6446.4,5
1662162273478,128.07,6424.66,5
1662162273492,128.16,6428.51,5
1662162273513,128.41,6474.52,5
1662162273527,128.67,6475.5,5
1662162273548,128.9,6473.77,5
1662162273562,129.07,6480.23,5
1662162273576,129.22,6503.65,5
1662162273597,129.51,6532.88,5
1662162273611,129.77,6521.75,5
1662162273625,129.88,6520.43,5
1662162273646,130.08,6560.96,5
1662162273659,130.38,6576.52,5
1662162273680,130.61,6562.64,5
1662162273695,130.75,6566.84,5
1662162273709,130.93,6601.26,5
1662162273730,131.23,6621.24,5
1662162273744,131.47,6608.43,5
1662162273757,131.58,6612.04,5
1662162273778,131.79,6651.76,5
1662162273792,132.08,6664.39,5
1662162273813,132.31,6654.24,5
1662162273827,132.45,6659.78,5
1662162273841,132.63,6692.05,5
1662162273862,132.92,6712.48,5
1662162273876,133.17,6702.69,5
1662162273897,133.28,6703.2,5
1662162273911,133.48,6742.41,5
1662162273925,133.78,6759.59,5
1662162273946,134.02,6744.59,5
1662162273960,134.14,6749.53,5
1662162273974,134.33,6784.9,5
1662162273995,134.63,6803.26,5
1662162274009,134.87,6791.69,5
1662162274029,134.97,6794.59,5
1662162274043,135.19,6836.1,5
1662162274057,135.48,6847.92,5
1662162274078,135.71,6837.85,5
1662162274092,135.86,6842.3,5
1662162274113,136.02,6872.07,5
1662162274127,136.32,6897.42,5
1662162274141,136.57,6885.76,5
1662162274162,136.67,6885.46,5
1662162274176,136.88,6928.21,5
1662162274197,137.19,6941.74,5
1662162274211,137.42,6927.23,5
1662162274225,137.56,6932.46,5
1662162274246,137.73,6963.7,5
1662162274260,138.03,6986.73,5
1662162274281,138.29,6974.5,5
1662162274295,138.38,6972.03,5
1662162274309,138.6,7018.64,5
1662162274330,138.91,7029.18,5
1662162274344,139.12,7012.44,5
1662162274358,139.3,7022.37,5
1662162274379,139.49,7045.32,5
1662162274393,139.73,7063.0,5
1662162274414,139.97,7066.64,5
1662162274428,140.11,7070.96,5
1662162274442,140.29,7101.16,5
1662162274463,140.59,7124.91,5
1662162274477,140.86,7110.46,5
1662162274491,140.95,7106.26,5
1662162274512,141.18,7152.09,5
1662162274526,141.49,7161.05,5
1662162274547,141.7,7144.84,5
1662162274561,141.88,7154.3,5
1662162274575,142.07,7176.7,5
1662162274596,142.31,7195.77,5
1662162274610,142.55,7199.94,5
1662162274631,142.69,7202.81,5
1662162274645,142.86,7233.09,5
1662162274659,143.17,7258.97,5
1662162274680,143.44,7243.6,5
1662162274694,143.53,7238.7,5
1662162274708,143.75,7284.45,5
1662162274730,144.07,7294.78,5
1662162274744,144.28,7277.22,5
1662162274765,144.45,7287.22,5
1662162274779,144.65,7311.02,5
1662162274792,144.9,7328.93,5
1662162274813,145.13,7331.43,5
1662162274827,145.27,7336.61,5
1662162274841,145.45,7368.73,5
1662162274862,145.76,7390.46,5
1662162274876,146.02,7376.02,5
1662162274897,146.11,7374.22,5
1662162274911,146.35,7419.09,5
1662162274925,146.64,7425.89,5
1662162274946,146.87,7414.53,5
1662162274960,147.05,7420.97,5
1662162274981,147.22,7443.51,5
1662162274995,147.47,7468.06,5
1662162275009,147.74,7469.88,5
1662162275030,147.87,7465.12,5
1662162275044,148.02,7499.2,5
1662162275058,148.39,7531.97,5
1662162275078,148.62,7500.99,5
1662162275092,148.7,7506.6,5
1662162275113,148.99,7554.66,5
1662162275127,149.23,7547.67,5
1662162275141,149.46,7550.91,5
1662162275162,149.65,7559.99,5
1662162275176,149.8,7577.97,5
1662162275197,150.06,7607.61,5
1662162275211,150.34,7607.43,5
1662162275225,150.48,7600.61,5
1662162275246,150.62,7633.31,5
1662162275260,150.99,7667.62,5
1662162275281,151.22,7635.99,5
1662162275295,151.31,7641.22,5
1662162275309,151.55,7662.22,5
1662162275331,151.67,7610.98,5
1662162275345,151.67,7563.2,5
1662162275359,151.57,7523.23,5
1662162275380,151.34,7483.61,5
1662162275394,151.11,7464.92,5
1662162275408,150.9,7447.66,5
1662162275429,150.59,7425.68,5
1662162275443,150.31,7427.65,5
1662162275464,150.11,7425.65,5
1662162275479,149.88,7400.94,5
1662162275500,149.58,7379.76,5
1662162275514,149.32,7383.19,5
1662162275528,149.12,7374.56,5
1662162275542,148.88,7348.96,5
1662162275563,148.59,7333.43,5
1662162275577,148.3,7332.65,5
1662162275591,148.11,7331.76,5
1662162275612,147.89,7303.59,5
1662162275627,147.59,7283.42,5
1662162275647,146.27,7233.45,5
1662162275662,144.92,7143.1,5
1662162275676,143.44,7011.24,5
1662162275696,141.85,6867.8,5
1662162275710,140.11,6707.67,5
1662162275724,138.28,6566.99,5
1662162275745,136.42,6455.01,5
1662162275759,134.64,6354.06,5
1662162275781,132.78,6237.05,5
1662162275795,130.88,6146.43,5
1662162275809,128.99,6072.44,5
1662162275830,127.27,5997.53,5
1662162275844,125.43,5880.59,5
1662162275858,123.63,5803.61,5
1662162275879,121.85,5719.25,5
1662162275893,120.18,5635.45,5
1662162275914,118.5,5523.08,5
1662162275928,116.77,5420.77,5
1662162275942,115.03,5338.53,5
1662162275964,113.49,5261.79,5
1662162275978,111.8,5132.62,5
1662162275992,110.16,5052.04,5
1662162276013,108.45,4959.17,5
1662162276027,106.91,4893.9,5
1662162276041,105.4,4779.45,5
1662162276062,103.62,4664.66,5
1662162276076,102.06,4631.32,5
1662162276097,100.65,4539.3,5
1662162276111,98.93,4407.16,5
1662162276125,97.48,4368.13,5
1662162276147,95.97,4257.14,5
1662162276160,94.4,4198.21,5
1662162276174,92.9,4140.5,5
1662162276196,91.5,4083.44,1
1662162276210,90.66,4027.02,1
1662162276231,89.8,3971.22,1
1662162276245,89.01,3916.05,4
1662162276259,87.71,3861.5,4
1662162276280,86.33,3807.56,4
1662162276294,84.93,3880.94,4
1662162276308,83.54,4081.65,4
1662162276329,82.23,4279.44,4
1662162276343,80.73,4154.68,4
1662162276364,79.32,4090.21,4
1662162276378,77.99,3999.8,4
1662162276392,76.7,3888.89,4
1662162276413,75.3,3772.37,4
1662162276427,73.93,3692.22,4
1662162276441,72.72,3607.45,4
1662162276462,71.39,3473.47,4
1662162276476,70.13,3383.96,4
1662162276497,68.83,3274.82,4
1662162276511,67.6,3251.62,4
1662162276525,66.43,3212.34,4
1662162276546,65.17,3222.35,4
1662162276560,63.95,3197.87,4
1662162276581,62.76,3093.57,4
1662162276595,61.63,3047.55,4
1662162276609,60.46,3002.68,4
1662162276629,59.25,2958.32,1
1662162276643,58.53,2914.45,1
1662162276665,57.86,2871.08,1
1662162276679,57.06,2828.18,3
1662162276693,55.91,2785.77,3
1662162276714,54.88,2743.83,3
1662162276728,53.8,2990.95,3
1662162276742,52.71,2937.53,3
1662162276763,51.63,2956.62,3
1662162276777,50.61,2973.36,3
1662162276791,49.59,2907.35,3
1662162276812,48.52,2771.99,3
1662162276826,47.48,2654.25,3
1662162276847,46.51,2602.53,3
1662162276861,45.53,2599.24,3
1662162276875,44.5,2604.16,3
1662162276896,43.48,2556.53,3
1662162276910,42.57,2439.13,3
1662162276932,41.63,2288.9,3
1662162276946,40.65,2220.76,3
1662162276959,39.67,2237.86,3
1662162276981,38.79,2258.89,3
1662162276994,37.92,2178.89,3
1662162277008,36.92,2029.78,3
1662162277029,36.01,1921.58,3
1662162277043,35.19,1948.28,3
1662162277064,34.28,2016.29,3
1662162277078,33.38,2028.71,3
1662162277092,32.49,1970.76,3
1662162277113,31.65,1841.61,3
1662162277127,30.83,1696.51,3
1662162277147,29.95,1621.15,3
1662162277161,29.08,1635.75,3
1662162277175,28.29,1648.31,3
1662162277197,27.49,1566.91,3
1662162277211,26.62,1495.25,3
1662162277225,25.79,1374.36,3
1662162277246,25.05,1347.13,3
1662162277260,24.28,1321.23,3
1662162277281,23.47,1302.51,3
1662162277295,22.64,1285.46,1
1662162277309,22.06,1269.9,1
1662162277330,21.47,1255.43,1
1662162277344,20.77,1241.93,2
1662162277358,20.13,1229.31,2
1662162277379,19.56,1217.48,2
1662162277392,18.93,1206.39,2
1662162277413,18.29,1195.97,2
1662162277428,17.65,1186.18,2
1662162277442,17.06,1176.96,2
1662162277463,16.45,1168.28,2
1662162277478,15.8,1160.1,2
1662162277491,15.14,1152.38,2
1662162277513,14.56,1145.08,2
1662162277527,13.97,1138.19,2
1662162277541,13.29,1131.67,2
1662162277563,12.65,1125.5,2
1662162277576,12.09,1119.66,2
1662162277591,11.45,1114.12,2
1662162277612,10.82,1108.87,2
1662162277626,10.18,1103.89,2
1662162277647,9.59,1099.16,2
1662162277661,9.03,1094.67,2
1662162277675,8.38,1090.41,2
1662162277696,7.77,1086.36,2
1662162277710,7.25,1082.5,2
1662162277731,6.71,1078.83,2
1662162277745,6.17,1075.34,2
1662162277759,5.64,1072.02,2
1662162277780,5.2,1068.86,2
1662162277794,4.75,1065.84,2
1662162277808,4.18,1062.97,2
1662162277829,3.68,1060.23,2
1662162277843,3.28,1057.62,2
1662162277865,2.83,1055.13,2
1662162277878,2.36,1052.75,2
1662162277892,1.89,1050.49,2
1662162277913,1.52,1048.32,2
1662162277927,1.16,1046.26,2
1662162277941,0.75,1044.29,2
1662162277963,0.42,1042.4,2
1662162277977,0.21,1040.6,2
1662162277998,0.04,1038.88,2
1662162278012,0.04,1037.24,2
1662162278026,0.06,1035.67,2
1662162278047,0.04,1034.17,2
1662162278061,0.02,1032.73,2
1662162278076,0.01,1031.36,2
1662162278091,0.0,1030.04,2
1662162278112,0.0,1028.79,2
1662162278126,0.01,1027.59,2
1662162278147,0.02,1026.44,2
1662162278161,0.02,1025.34,2
1662162278176,0.02,1024.28,2
1662162278196,0.02,1023.28,2
1662162278210,0.02,1022.31,2
1662162278224,0.02,1021.39,2
1662162278245,0.02,1020.51,2
1662162278259,0.02,1019.66,2
1662162278280,0.02,1018.85,2
1662162278294,0.01,1018.07,2
1662162278308,0.01,1017.33,2
1662162278329,0.01,1016.62,2
1662162278343,0.01,1015.94,2
1662162278364,0.01,1015.28,2
1662162278378,0.01,1014.66,2
1662162278392,0.01,1014.06,2
1662162278414,0.01,1013.48,2
1662162278427,0.01,1012.93,2
1662162278441,0.01,1012.4,2
1662162278463,0.01,1011.9,2
1662162278477,0.0,1011.41,2
1662162278491,0.0,1010.95,2
1662162278512,0.0,1010.51,2
1662162278526,0.0,1010.08,2
1662162278546,0.0,1009.67,2
1662162278560,0.0,1009.28,2
1662162278574,0.0,1008.9,2
1662162278596,0.0,1008.54,2
1662162278610,0.0,1008.2,2
1662162278630,0.0,1007.87,2
1662162278645,0.0,1007.55,2
1662162278659,0.0,1007.25,2
1662162278680,0.0,1006.95,2
1662162278694,0.0,1006.67,2
1662162278708,0.0,1006.41,2
1662162278729,0.0,1006.15,2
1662162278743,0.0,1005.9,2
1662162278764,0.0,1005.67,2
1662162278778,0.0,1005.44,2
1662162278792,0.0,1005.22,2
1662162278813,0.0,1005.01,2
1662162278827,0.0,1004.81,2
1662162278841,0.0,1004.62,2
1662162278863,0.0,1004.44,2
1662162278877,0.0,1004.26,2
1662162278898,0.0,1004.09,2
1662162278912,0.0,1003.93,2
1662162278926,0.0,1003.77,2
1662162278946,0.0,1003.62,2
1662162278960,0.0,1003.48,2
1662162278981,0.0,1003.34,2
1662162278995,0.0,1003.21,2
1662162279009,0.0,1003.08,2
1662162279030,0.0,1002.96,2
1662162279044,0.0,1002.85,2
1662162279058,0.0,1002.74,2
1662162279079,0.0,1002.63,2
1662162279093,0.0,1002.53,2
1662162279114,0.0,1002.43,2
1662162279128,0.0,1002.33,2
1662162279142,0.0,1002.24,2
1662162279163,0.0,1002.16,2
1662162279177,0.0,1002.07,2
1662162279198,0.0,1001.99,2
1662162279212,0.0,1001.92,2
1662162279226,0.0,1001.84,2
1662162279247,0.0,1001.77,2
1662162279261,0.0,1001.7,2
1662162279275,0.0,1001.64,2
1662162279296,0.0,1001.58,2
1662162279310,0.0,1001.52,2
1662162279331,0.0,1001.46,2
1662162279345,0.0,1001.4,2
1662162279359,0.0,1001.35,2
1662162279380,0.0,1001.3,2
1662162279394,0.0,1001.25,2
1662162279408,0.0,1001.2,2
1662162279429,0.0,1001.16,2
1662162279443,0.0,1001.12,2
1662162279463,0.0,1001.08,2
1662162279478,0.0,1001.04,2
1662162279492,0.0,1001.0,2
1662162279513,0.0,1000.96,2
1662162279527,0.0,1000.93,2
1662162279541,0.0,1000.89,2
1662162279562,0.0,1000.86,2
1662162279576,0.01,1000.83,2
1662162279597,0.0,1000.8,2
1662162279611,0.0,1000.77,2
1662162279625,0.0,1000.75,2
1662162279647,0.0,1000.72,2
1662162279661,0.0,1000.69,2
1662162279675,0.0,1000.67,2
1662162279696,0.0,1000.65,2
1662162279710,0.0,1000.62,2
1662162279731,0.0,1000.6,2
1662162279744,0.0,1000.58,2
1662162279759,0.0,1000.56,2
1662162279780,0.0,1000.54,2
1662162279794,0.0,1000.53,2
1662162279808,0.0,1000.51,2
1662162279829,0.0,1000.49,2
1662162279843,0.0,1000.48,2
1662162279864,0.0,1000.46,2
1662162279878,0.0,1000.45,2
1662162279892,0.0,1000.43,2
1662162279913,0.0,1000.42,2
1662162279927,0.0,1000.41,2
1662162279947,0.0,1000.39,2
1662162279962,0.0,1000.38,2
1662162279976,0.0,1000.37,2
1662162279997,0.0,1000.36,2
1662162280011,0.0,1000.35,2
1662162280025,0.0,1000.34,2
1662162280046,0.0,1000.33,2
1662162280060,0.0,1000.32,2
1662162280081,0.0,1000.31,2
1662162280095,0.0,1000.3,2
1662162280109,0.01,1000.29,2
1662162280129,0.0,1000.29,2
1662162280144,0.0,1000.28,2
1662162280158,0.0,1000.27,2
1662162280179,0.0,1000.26,2
1662162280193,0.0,1000.26,2
1662162280214,0.0,1000.25,2
1662162280228,0.0,1000.25,2
1662162280242,0.0,1000.24,2
1662162280263,0.0,1000.23,2
1662162280277,0.0,1000.23,2
1662162280298,0.0,1000.22,2
1662162280312,0.0,1000.22,2
1662162280326,0.0,1000.21,2
1662162280347,0.0,1000.21,2
1662162280361,0.0,1000.2,2
1662162280375,0.0,1000.2,2
1662162280396,0.0,1000.2,2
1662162280410,0.0,1000.19,2
1662162280431,0.0,1000.19,2
1662162280445,0.0,1000.18,2
1662162280459,0.0,1000.18,2
1662162280479,0.0,1000.18,2
1662162280493,0.0,1000.17,2
1662162280514,0.01,1000.17,2
1662162280528,0.0,1000.17,2
1662162280542,0.0,1000.17,2
1662162280563,0.0,1000.16,2
1662162280577,0.0,1000.16,2
1662162280591,0.0,1000.16,2
1662162280612,0.0,1000.16,2
1662162280626,0.0,1000.15,2
1662162280647,0.01,1000.15,2
1662162280661,0.0,1000.15,2
1662162280689,0.0,1000.15,2
1662162280696,0.0,1000.15,2
1662162280710,0.0,1000.14,2
1662162280731,0.0,1000.14,2
1662162280745,0.0,1000.14,2
1662162280759,0.0,1000.14,2
1662162280780,0.01,1000.14,2
1662162280794,0.0,1000.14,2
1662162280808,0.0,1000.13,2
1662162280829,0.0,1000.13,2
1662162280843,0.0,1000.13,2
1662162280864,0.0,1000.13,2
1662162280878,0.0,1000.13,2
1662162280892,0.0,1000.13,2
1662162280913,0.0,1000.13,2
1662162280927,0.0,1000.13,2
1662162280948,0.0,1000.12,2
1662162280963,0.0,1000.12,2
1662162280977,0.0,1000.12,2
1662162280991,0.0,1000.12,2
1662162281012,0.0,1000.12,2
1662162281026,0.0,1000.12,2
1662162281047,0.0,1000.12,2
1662162281061,0.0,1000.12,2
1662162281075,0.0,1000.12,2
1662162281096,0.0,1000.12,2
1662162281110,0.0,1000.12,2
1662162281131,0.0,1000.12,2
1662162281145,0.0,1000.11,2
1662162281159,0.0,1000.11,2
1662162281180,0.0,1000.11,2
1662162281194,0.0,1000.11,2
1662162281208,0.0,1000.11,2
1662162281229,0.0,1000.11,2
1662162281243,0.0,1000.11,2
1662162281264,0.0,1000.11,2
1662162281278,0.0,1000.11,2
1662162281292,0.0,1000.11,2
1662162281313,0.0,1000.11,2
1662162281327,0.0,1000.11,2
1662162281347,0.0,1000.11,2
1662162281362,0.0,1000.11,2
1662162281376,0.0,1000.11,2
1662162281397,0.0,1000.11,2
1662162281412,0.0,1000.11,2
1662162281426,0.0,1000.11,2
1662162281447,0.0,1000.11,2
1662162281461,0.0,1000.11,2
1662162281475,0.0,1000.11,2
1662162281496,0.0,1000.11,2
1662162281510,0.0,1000.11,2
1662162281530,0.0,1000.11,2
1662162281544,0.0,1000.11,2
1662162281558,0.0,1000.11,2
1662162281579,0.0,1000.1,2
1662162281593,0.0,1000.1,2
1662162281614,0.0,1000.1,2
1662162281628,0.0,1000.1,2
1662162281642,0.0,1000.1,2
1662162281663,0.0,1000.1,2
1662162281677,0.0,1000.1,2
1662162281691,0.0,1000.1,2
1662162281712,0.0,1000.1,2
1662162281726,0.0,1000.1,2
1662162281747,0.0,1000.1,2
1662162281761,0.0,1000.1,2
1662162281775,0.0,1000.1,2
1662162281796,0.0,1000.1,2
1662162281811,0.0,1000.1,2
1662162281825,0.0,1000.1,2
1662162281846,0.0,1000.1,2
1662162281859,0.0,1000.1,2
1662162281881,0.0,1000.1,2
1662162281895,0.0,1000.1,2
1662162281909,0.0,1000.1,2
1662162281930,0.0,1000.1,2
1662162281944,0.0,1000.1,2
1662162281958,0.0,1000.1,2
1662162281979,0.0,1000.1,2
1662162281993,0.0,1000.1,2
1662162282014,0.0,1000.1,2
1662162282028,0.0,1000.1,2
1662162282042,0.0,1000.1,2
1662162282063,0.0,1000.1,2
1662162282077,0.0,1000.1,2
1662162282091,0.0,1000.1,2
1662162282112,0.0,1000.1,2
1662162282126,0.0,1000.1,2
1662162282147,0.0,1000.1,2
1662162282161,0.0,1000.1,2
1662162282175,0.0,1000.1,2
1662162282196,0.0,1000.1,2
1662162282210,0.0,1000.1,2
1662162282231,0.0,1000.1,2
1662162282245,0.0,1000.1,2
1662162282258,0.0,1000.1,2
1662162282280,0.0,1000.1,2
1662162282294,0.0,1000.1,2
1662162282308,0.0,1000.1,2
1662162282329,0.0,1000.1,2
1662162282344,0.0,1000.1,2
1662162282365,0.0,1000.1,2
1662162282379,0.0,1000.1,2
1662162282392,0.0,1000.1,2
1662162282414,0.0,1000.1,2
1662162282428,0.0,1000.1,2
1662162282442,0.0,1000.1,2
1662162282463,0.0,1000.1,2
1662162282477,0.0,1000.1,2
1662162282491,0.0,1000.1,2
1662162282512,0.0,1000.1,2
1662162282526,0.0,1000.1,2
1662162282546,0.0,1000.1,2
1662162282561,0.0,1000.1,2
1662162282575,0.0,1000.1,2
1662162282596,0.0,1000.1,2
1662162282610,0.0,1000.1,2
1662162282624,0.0,1000.1,2
1662162282645,0.0,1000.1,2
1662162282659,0.0,1000.1,2
1662162282680,0.0,1000.1,2
1662162282694,0.0,1000.1,2
1662162282708,0.0,1000.1,2
1662162282729,0.0,1000.1,2
1662162282743,0.0,1000.1,2
1662162282764,0.0,1000.1,2
1662162282778,0.0,1000.1,2
1662162282792,0.0,1000.1,2
1662162282813,0.0,1000.1,2
1662162282827,0.0,1000.1,2
1662162282841,0.0,1000.1,2
1662162282862,0.0,1000.1,2
1662162282876,0.0,1000.1,2
1662162282897,0.0,1000.1,2
1662162282911,0.0,1000.1,2
1662162282925,0.0,1000.1,2
1662162282946,0.0,1000.1,2
1662162282960,0.0,1000.1,2
1662162282981,0.01,1000.1,2
1662162282995,0.0,1000.1,2
1662162283009,0.0,1000.1,2
1662162283030,0.0,1000.1,2
1662162283044,0.0,1000.1,2
1662162283058,0.0,1000.1,2
1662162283079,0.0,1000.1,2
1662162283093,0.0,1000.1,2
1662162283114,0.01,1000.1,2
1662162283128,0.0,1000.1,2
1662162283143,0.0,1000.1,2
1662162283164,0.0,1000.1,2
1662162283179,0.0,1000.1,2
1662162283193,0.0,1000.1,2
1662162283213,0.0,1000.1,2
1662162283228,0.0,1000.1,2
1662162283242,0.0,1000.1,2
1662162283262,0.0,1000.1,2
1662162283276,0.0,1000.1,2
1662162283298,0.0,1000.1,2
1662162283311,0.0,1000.1,2
1662162283325,0.0,1000.1,2
1662162283347,0.0,1000.1,2
1662162283361,0.0,1000.1,2
1662162283375,0.0,1000.1,2
1662162283396,0.0,1000.1,2
1662162283411,0.0,1000.1,2
1662162283425,0.0,1000.1,2
1662162283446,0.0,1000.1,2
1662162283460,0.0,1000.1,2
1662162283481,0.0,1000.1,2
1662162283495,0.0,1000.1,2
1662162283509,0.0,1000.1,2
1662162283530,0.0,1000.1,2
1662162283544,0.0,1000.1,2
1662162283558,0.0,1000.1,2
1662162283579,0.0,1000.1,2
1662162283593,0.0,1000.1,2
1662162283614,0.0,1000.1,2
1662162283628,0.0,1000.1,2
1662162283642,0.0,1000.1,2
1662162283663,0.0,1000.1,2
1662162283677,0.0,1000.1,2
1662162283691,0.0,1000.1,2
1662162283713,0.0,1000.1,2
1662162283727,0.0,1000.1,2
1662162283741,0.0,1000.1,2
1662162283763,0.0,1000.1,2
1662162283777,0.0,1000.1,2
1662162283791,0.0,1000.1,2
1662162283812,0.0,1000.1,2
1662162283826,0.0,1000.1,2
1662162283848,0.0,1000.1,2
1662162283861,0.0,1000.1,2
1662162283875,0.0,1000.1,2
1662162283897,0.0,1000.1,2
1662162283910,0.01,1000.1,2
1662162283925,0.0,1000.1,2
1662162283946,0.01,1000.1,2
1662162283960,0.0,1000.1,2
1662162283975,0.0,1000.1,2
1662162283996,0.0,1000.1,2
1662162284010,0.0,1000.1,2
1662162284024,0.0,1000.1,2
1662162284045,0.0,1000.1,2
1662162284059,0.0,1000.1,2
1662162284080,0.0,1000.1,2
1662162284094,0.0,1000.1,2
1662162284108,0.01,1000.1,2
1662162284129,0.0,1000.1,2
1662162284143,0.0,1000.1,2
1662162284163,0.0,1000.1,2
1662162284177,0.0,1000.1,2
1662162284192,0.0,1000.1,2
1662162284214,0.0,1000.1,2
1662162284228,0.0,1000.1,2
1662162284241,0.0,1000.1,2
1662162284263,0.0,1000.1,2
1662162284277,0.0,1000.1,2
1662162284291,0.0,1000.1,2
1662162284312,0.0,1000.1,2
1662162284326,0.0,1000.1,2
1662162284347,0.0,1000.1,2
1662162284361,0.0,1000.1,2
1662162284375,0.01,1000.1,2
1662162284396,0.0,1000.1,2
1662162284410,0.0,1000.1,2
1662162284431,0.0,1000.1,2
1662162284445,0.0,1000.1,2
1662162284459,0.0,1000.1,2
1662162284480,0.0,1000.1,2
1662162284494,0.0,1000.1,2
1662162284508,0.0,1000.1,2
1662162284529,0.0,1000.1,2
1662162284543,0.0,1000.1,2
1662162284564,0.0,1000.1,2
1662162284578,0.0,1000.1,2
1662162284592,0.0,1000.1,2
1662162284613,0.0,1000.1,2
1662162284627,0.0,1000.1,2
1662162284641,0.0,1000.1,2
1662162284662,0.0,1000.1,2
1662162284677,0.0,1000.1,2
1662162284698,0.0,1000.1,2
1662162284712,0.0,1000.1,2
1662162284726,0.0,1000.1,2
1662162284746,0.0,1000.1,2
1662162284761,0.0,1000.1,2
1662162284775,0.0,1000.1,2
1662162284796,0.0,1000.1,2
1662162284810,0.0,1000.1,2
1662162284831,0.0,1000.1,2
1662162284845,0.0,1000.1,2
1662162284859,0.0,1000.1,2
1662162284880,0.0,1000.1,2
1662162284894,0.0,1000.1,2
1662162284915,0.0,1000.1,2
1662162284928,0.0,1000.1,2
1662162284943,0.0,1000.1,2
1662162284963,0.0,1000.1,2
1662162284977,0.0,1000.1,2
1662162284992,0.0,1000.1,2
1662162285013,0.0,1000.1,2
1662162285031,0.0,1000.1,2
1662162285045,0.0,1000.1,2
1662162285059,0.0,1000.1,2
1662162285080,0.0,1000.1,2
1662162285094,0.0,1000.1,2
1662162285108,0.0,1000.1,2
1662162285129,0.0,1000.1,2
1662162285145,0.0,1000.1,2
1662162285160,0.0,1000.1,2
1662162285181,0.01,1000.1,2
1662162285195,0.01,1000.1,2
1662162285208,0.0,1000.1,2
1662162285229,0.0,1000.1,2
1662162285243,0.0,1000.1,2
1662162285264,0.0,1000.1,2
1662162285278,0.0,1000.1,2
1662162285292,0.01,1000.1,2
1662162285313,0.01,1000.1,2
1662162285327,0.0,1000.1,2
1662162285341,0.0,1000.1,2
1662162285362,0.01,1000.1,2
1662162285376,0.01,1000.1,2
1662162285397,0.0,1000.1,2
1662162285411,0.0,1000.1,2
1662162285425,0.01,1000.1,2
1662162285446,0.01,1000.1,2
1662162285460,0.0,1000.1,2
1662162285481,0.0,1000.1,2
1662162285495,0.01,1000.1,2
1662162285509,0.01,1000.1,2
1662162285530,0.0,1000.1,2
1662162285544,0.0,1000.1,2
1662162285564,0.02,1000.1,2
1662162285578,0.01,1000.1,2
